paper_id,claim_id,table_figure,claim_type,claim,value_script,value_paper,match,value_rewrite,match_rewrite,defect_locus,notes
coppock_hill_vavreck_2020,desc_large_positive_october,Results,descriptive,Largest significant positive favorability estimate in October,0.43202600389017987,0.5,0,0.43202600389017987,0,paper_internal,"The article prints 0.5 and the pipeline gives 0.4. Example, week of 2016-10-31, 0.432 [0.152, 0.712]. The largest favorability estimate anywhere in the study is 0.432"
coppock_hill_vavreck_2020,desc_two_other_negative_october,Results,descriptive,Other significant negative favorability estimates in October,2,2,1,2,1,NA,The article prints 2 and the pipeline gives 2. Consumer Benefit (-0.313); Change (-0.279)
coppock_hill_vavreck_2020,results_sample_size_small,Results,pipeline,Smallest weekly sample,1000,1000,1,1000,1,NA,The article prints 1000 and the pipeline gives 1000.
coppock_hill_vavreck_2020,results_sample_size_large,Results,pipeline,Largest weekly sample,2000,2000,1,2000,1,NA,The article prints 2000 and the pipeline gives 2000.
coppock_hill_vavreck_2020,desc_partisan_ses_exceed_coefficients,Results,descriptive,Partisanship cells of Table 1 whose standard error exceeds the coefficient,6,NA,0,6,0,paper_internal,The pipeline does not support this claim. Candidate favorability (1) democrat_d: 0.0352 (0.0347); Candidate favorability (1) independent_d: 0.0231 (0.0515); Candidate favorability (2) democrat_d: 0.0218 (0.0361); Candidate favorability (2) independent_d: 0.0149 (0.0518); Vote choice (3) democrat_d: 0.0108 (0.0100); Vote choice (3) independent_d: 0.0088 (0.0197); Vote choice (4) democrat_d: 0.0061 (0.0112); Vote choice (4) independent_d: 0.0066 (0.0199)
coppock_hill_vavreck_2020,desc_independents_not_more_malleable,Results,descriptive,No partisanship coefficient in Table 1 is distinguishable from zero,0,NA,1,0,1,NA,The pipeline supports this claim. Candidate favorability (1) democrat_d: p = 0.310; Candidate favorability (1) independent_d: p = 0.654; Candidate favorability (2) democrat_d: p = 0.547; Candidate favorability (2) independent_d: p = 0.774; Vote choice (3) democrat_d: p = 0.281; Vote choice (3) independent_d: p = 0.654; Vote choice (4) democrat_d: p = 0.587; Vote choice (4) independent_d: p = 0.739
coppock_hill_vavreck_2020,desc_time_slope_negative_count,Results,descriptive,Specifications in which the time slope is negative,3,3,1,3,1,NA,The article prints 3 and the pipeline gives 3. Candidate favorability (1): -0.0230; Candidate favorability (2): 0.0046; Vote choice (3): -0.0094; Vote choice (4): -0.0077
coppock_hill_vavreck_2020,desc_time_slope_significant_count,Results,descriptive,Specifications in which the time slope is distinguishable from zero,1,1,1,1,1,NA,The article prints 1 and the pipeline gives 1. Candidate favorability (1): p = 0.102; Candidate favorability (2): p = 0.652; Vote choice (3): p = 0.013; Vote choice (4): p = 0.070
coppock_hill_vavreck_2020,results_battleground_difference,Results,pipeline,"Battleground difference in favorability, magnitude",0.00768087181979859,0.008,1,0.00768087181979859,1,NA,The article prints 0.008 and the pipeline gives 0.008. The Results section gives the magnitude. Table 1 prints the same coefficient as -0.00.
coppock_hill_vavreck_2020,results_general_election_coefficient,Results,pipeline,General election coefficient (scale points),0.1226242983961047,0.121,0,0.1226242983961047,0,paper_internal,"The article prints 0.121 and the pipeline gives 0.123. Table 1 of the same article prints 0.123, which is what the code produces."
coppock_hill_vavreck_2020,desc_general_election_not_significant,Results,descriptive,The general election coefficient is not statistically significant,1,NA,1,1,1,NA,The pipeline supports this claim. General election coefficient 0.1226 (p = 0.0668)
coppock_hill_vavreck_2020,results_general_election_ci_upper,Results,pipeline,Upper bound of the general election interval,0.25375022678125136,0.25,1,0.25375022678125136,1,NA,The article prints 0.25 and the pipeline gives 0.25.
coppock_hill_vavreck_2020,desc_attack_and_pac_not_significant,Results,descriptive,No tone or sponsor coefficient in Table 1 is distinguishable from zero,0,NA,1,0,1,NA,The pipeline supports this claim. Candidate favorability (1) attack_d: p = 0.711; Candidate favorability (1) pac_d: p = 0.769; Candidate favorability (2) pac_d: p = 0.585; Vote choice (3) attack_d: p = 0.087; Vote choice (3) pac_d: p = 0.071; Vote choice (4) pac_d: p = 0.278
coppock_hill_vavreck_2020,desc_pro_clinton_more_effective,Results,descriptive,Target candidate coefficients relative to the omitted pro-Clinton category,6,NA,NA,6,NA,NA,"The sentence sets no threshold, so no verdict is computed. Candidate favorability (2) pro_sanders_d: -0.0749; Candidate favorability (2) pro_trump_d: -0.1238; Candidate favorability (2) pro_cruz_d: 0.0471; Candidate favorability (2) pro_kasich_d: -0.1818; Candidate favorability (2) anti_clinton_d: -0.1051; Candidate favorability (2) anti_trump_d: -0.0414; Vote choice (4) pro_trump_d: -0.0158; Vote choice (4) anti_clinton_d: 0.0116; Vote choice (4) anti_trump_d: 0.0261"
coppock_hill_vavreck_2020,desc_pro_clinton_differences_not_significant,Results,descriptive,No target candidate coefficient in Table 1 is distinguishable from zero,0,NA,1,0,1,NA,The pipeline supports this claim. Candidate favorability (2) pro_sanders_d: p = 0.397; Candidate favorability (2) pro_trump_d: p = 0.221; Candidate favorability (2) pro_cruz_d: p = 0.685; Candidate favorability (2) pro_kasich_d: p = 0.209; Candidate favorability (2) anti_clinton_d: p = 0.133; Candidate favorability (2) anti_trump_d: p = 0.475; Vote choice (4) pro_trump_d: p = 0.641; Vote choice (4) anti_clinton_d: p = 0.614; Vote choice (4) anti_trump_d: p = 0.223
coppock_hill_vavreck_2020,desc_partisan_match_democrats,Results,descriptive,Democratic respondents respond more strongly to pro-Democratic than pro-Republican advertisements,1,NA,1,1,1,NA,The pipeline supports this claim. Favorability 0.106 versus -0.026; vote choice 0.027 versus -0.023
coppock_hill_vavreck_2020,desc_partisan_match_republicans,Results,descriptive,Republican respondents respond similarly to pro-Democratic and pro-Republican advertisements,NA,NA,NA,NA,NA,NA,"The sentence sets no threshold, so no verdict is computed. Favorability 0.039 versus 0.048, neither distinguishable from zero; vote choice 0.007 versus -0.002, the second of which is negative. The sentence does not say which outcome it describes"
coppock_hill_vavreck_2020,results_s2_sate_fav_p,Results,pipeline,"SATE favorability homogeneity p-value, restated",0.09190442047183715,0.09,1,0.09190442047183715,1,NA,The article prints 0.09 and the pipeline gives 0.09.
coppock_hill_vavreck_2020,results_s2_sate_vc_p,Results,pipeline,"SATE vote choice homogeneity p-value, restated",0.06995209824068573,0.07,1,0.06995209824068573,1,NA,The article prints 0.07 and the pipeline gives 0.07.
coppock_hill_vavreck_2020,results_s2_cate_fav_p,Results,pipeline,CATE favorability homogeneity p-value,1.6505690635520724e-4,0.0002,1,1.6505690635520724e-4,1,NA,The article prints 0.0002 and the pipeline gives 0.0002.
coppock_hill_vavreck_2020,results_s2_cate_vc_p,Results,pipeline,CATE vote choice homogeneity p-value,0.09610393717584188,0.96,0,0.09610393717584188,0,paper_internal,"The article prints 0.96 and the pipeline gives 0.10. Table S2 of the same article prints 0.0961 for this test, which is what the code produces, so the Results section is off by a factor of ten."
coppock_hill_vavreck_2020,desc_fail_reject_three_of_four,Results,descriptive,Homogeneity tests in Table S2 that fail to reject at the 5 per cent level,3,3,1,3,1,NA,The article prints 3 and the pipeline gives 3. sates Favorability: p = 0.0919; sates Vote Choice: p = 0.0700; cates Favorability: p = 0.0002; cates Vote Choice: p = 0.0961
coppock_hill_vavreck_2020,results_tau_sate_favorability,Results,pipeline,"Tau, favorability SATEs",0.06818561415005112,0.07,1,0.06818561415005112,1,NA,The article prints 0.07 and the pipeline gives 0.07.
coppock_hill_vavreck_2020,results_tau_cate_favorability,Results,pipeline,"Tau, favorability CATEs",0.14742296780858563,0.15,1,0.14742296780858563,1,NA,The article prints 0.15 and the pipeline gives 0.15.
coppock_hill_vavreck_2020,results_tau_sate_vote_choice,Results,pipeline,"Tau, vote choice SATEs",0.02218665351717193,0.02,1,0.02218665351717193,1,NA,The article prints 0.02 and the pipeline gives 0.02.
coppock_hill_vavreck_2020,results_tau_cate_vote_choice,Results,pipeline,"Tau, vote choice CATEs",0.02320881094884138,0.02,1,0.02320881094884138,1,NA,The article prints 0.02 and the pipeline gives 0.02.
coppock_hill_vavreck_2020,discussion_n_experiments,Discussion,pipeline,Advertisement-week experiments,59,59,1,59,1,NA,The article prints 59 and the pipeline gives 59.
coppock_hill_vavreck_2020,discussion_n_respondents,Discussion,pipeline,Respondents completing a survey,34000,34000,1,34000,1,NA,The article prints 34000 and the pipeline gives 34000.
coppock_hill_vavreck_2020,discussion_n_ads,Discussion,pipeline,Distinct campaign advertisements tested,49,49,1,49,1,NA,The article prints 49 and the pipeline gives 49.
coppock_hill_vavreck_2020,figure_1_fav_estimate,Figure 1,pipeline,Favorability meta-analytic estimate,0.04922782972267647,0.049,1,0.04922782972267647,1,NA,The article prints 0.049 and the pipeline gives 0.049.
coppock_hill_vavreck_2020,figure_1_fav_se,Figure 1,pipeline,Favorability meta-analytic standard error,0.02000094498066863,0.020,1,0.02000094498066863,1,NA,The article prints 0.020 and the pipeline gives 0.020.
coppock_hill_vavreck_2020,figure_1_vc_estimate,Figure 1,pipeline,Vote choice meta-analytic estimate,0.00718114897405215,0.007,1,0.00718114897405215,1,NA,The article prints 0.007 and the pipeline gives 0.007.
coppock_hill_vavreck_2020,figure_1_vc_se,Figure 1,pipeline,Vote choice meta-analytic standard error,0.00732724536941071,0.007,1,0.00732724536941071,1,NA,The article prints 0.007 and the pipeline gives 0.007.
coppock_hill_vavreck_2020,table_1_m1_intrcpt_est,Table 1,pipeline,"Table 1, model 1, intrcpt, estimate",0.05595137462966906,0.056,1,0.05595137462966906,1,NA,The article prints 0.056 and the pipeline gives 0.056.
coppock_hill_vavreck_2020,table_1_m1_intrcpt_se,Table 1,pipeline,"Table 1, model 1, intrcpt, std.error",0.02030910945116821,0.020,1,0.02030910945116821,1,NA,The article prints 0.020 and the pipeline gives 0.020.
coppock_hill_vavreck_2020,table_1_m2_intrcpt_est,Table 1,pipeline,"Table 1, model 2, intrcpt, estimate",0.0619557871802226,0.062,1,0.0619557871802226,1,NA,The article prints 0.062 and the pipeline gives 0.062.
coppock_hill_vavreck_2020,table_1_m2_intrcpt_se,Table 1,pipeline,"Table 1, model 2, intrcpt, std.error",0.02045502731032077,0.020,1,0.02045502731032077,1,NA,The article prints 0.020 and the pipeline gives 0.020.
coppock_hill_vavreck_2020,table_1_m3_intrcpt_est,Table 1,pipeline,"Table 1, model 3, intrcpt, estimate",0.00717343917312331,0.007,1,0.00717343917312331,1,NA,The article prints 0.007 and the pipeline gives 0.007.
coppock_hill_vavreck_2020,table_1_m3_intrcpt_se,Table 1,pipeline,"Table 1, model 3, intrcpt, std.error",0.0071442025839593,0.007,1,0.0071442025839593,1,NA,The article prints 0.007 and the pipeline gives 0.007.
coppock_hill_vavreck_2020,table_1_m4_intrcpt_est,Table 1,pipeline,"Table 1, model 4, intrcpt, estimate",0.00761340879292043,0.008,1,0.00761340879292043,1,NA,The article prints 0.008 and the pipeline gives 0.008.
coppock_hill_vavreck_2020,table_1_m4_intrcpt_se,Table 1,pipeline,"Table 1, model 4, intrcpt, std.error",0.00721776470356415,0.007,1,0.00721776470356415,1,NA,The article prints 0.007 and the pipeline gives 0.007.
coppock_hill_vavreck_2020,table_1_m1_democrat_d_est,Table 1,pipeline,"Table 1, model 1, democrat_d, estimate",0.03523921631093598,0.035,1,0.03523921631093598,1,NA,The article prints 0.035 and the pipeline gives 0.035.
coppock_hill_vavreck_2020,table_1_m1_democrat_d_se,Table 1,pipeline,"Table 1, model 1, democrat_d, std.error",0.03468224196252516,0.035,1,0.03468224196252516,1,NA,The article prints 0.035 and the pipeline gives 0.035.
coppock_hill_vavreck_2020,table_1_m2_democrat_d_est,Table 1,pipeline,"Table 1, model 2, democrat_d, estimate",0.02176162194014372,0.022,1,0.02176162194014372,1,NA,The article prints 0.022 and the pipeline gives 0.022.
coppock_hill_vavreck_2020,table_1_m2_democrat_d_se,Table 1,pipeline,"Table 1, model 2, democrat_d, std.error",0.03610692357071977,0.036,1,0.03610692357071977,1,NA,The article prints 0.036 and the pipeline gives 0.036.
coppock_hill_vavreck_2020,table_1_m3_democrat_d_est,Table 1,pipeline,"Table 1, model 3, democrat_d, estimate",0.01080661972657098,0.011,1,0.01080661972657098,1,NA,The article prints 0.011 and the pipeline gives 0.011.
coppock_hill_vavreck_2020,table_1_m3_democrat_d_se,Table 1,pipeline,"Table 1, model 3, democrat_d, std.error",0.01003236631414101,0.010,1,0.01003236631414101,1,NA,The article prints 0.010 and the pipeline gives 0.010.
coppock_hill_vavreck_2020,table_1_m4_democrat_d_est,Table 1,pipeline,"Table 1, model 4, democrat_d, estimate",0.00607624424823846,0.006,1,0.00607624424823846,1,NA,The article prints 0.006 and the pipeline gives 0.006.
coppock_hill_vavreck_2020,table_1_m4_democrat_d_se,Table 1,pipeline,"Table 1, model 4, democrat_d, std.error",0.01119014590559956,0.011,1,0.01119014590559956,1,NA,The article prints 0.011 and the pipeline gives 0.011.
coppock_hill_vavreck_2020,table_1_m1_independent_d_est,Table 1,pipeline,"Table 1, model 1, independent_d, estimate",0.02309941684035226,0.023,1,0.02309941684035226,1,NA,The article prints 0.023 and the pipeline gives 0.023.
coppock_hill_vavreck_2020,table_1_m1_independent_d_se,Table 1,pipeline,"Table 1, model 1, independent_d, std.error",0.05149081728324464,0.051,1,0.05149081728324464,1,NA,The article prints 0.051 and the pipeline gives 0.051.
coppock_hill_vavreck_2020,table_1_m2_independent_d_est,Table 1,pipeline,"Table 1, model 2, independent_d, estimate",0.01487952645729172,0.015,1,0.01487952645729172,1,NA,The article prints 0.015 and the pipeline gives 0.015.
coppock_hill_vavreck_2020,table_1_m2_independent_d_se,Table 1,pipeline,"Table 1, model 2, independent_d, std.error",0.05182146533086734,0.052,1,0.05182146533086734,1,NA,The article prints 0.052 and the pipeline gives 0.052.
coppock_hill_vavreck_2020,table_1_m3_independent_d_est,Table 1,pipeline,"Table 1, model 3, independent_d, estimate",0.00882756839601489,0.009,1,0.00882756839601489,1,NA,The article prints 0.009 and the pipeline gives 0.009.
coppock_hill_vavreck_2020,table_1_m3_independent_d_se,Table 1,pipeline,"Table 1, model 3, independent_d, std.error",0.0196989007331031,0.020,1,0.0196989007331031,1,NA,The article prints 0.020 and the pipeline gives 0.020.
coppock_hill_vavreck_2020,table_1_m4_independent_d_est,Table 1,pipeline,"Table 1, model 4, independent_d, estimate",0.00662959611432707,0.007,1,0.00662959611432707,1,NA,The article prints 0.007 and the pipeline gives 0.007.
coppock_hill_vavreck_2020,table_1_m4_independent_d_se,Table 1,pipeline,"Table 1, model 4, independent_d, std.error",0.01992160480480935,0.020,1,0.01992160480480935,1,NA,The article prints 0.020 and the pipeline gives 0.020.
coppock_hill_vavreck_2020,table_1_m1_battleground_d_est,Table 1,pipeline,"Table 1, model 1, battleground_d, estimate",-0.00768087181979859,-0.00,0,-0.00768087181979859,0,paper_internal,"The article prints -0.00 and the pipeline gives -0.01. The published table prints -0.00 in this cell. The code gives -0.008, and the Results section quotes the magnitude correctly as 0.008."
coppock_hill_vavreck_2020,table_1_m1_battleground_d_se,Table 1,pipeline,"Table 1, model 1, battleground_d, std.error",0.03309933099976038,0.033,1,0.03309933099976038,1,NA,The article prints 0.033 and the pipeline gives 0.033.
coppock_hill_vavreck_2020,table_1_m2_battleground_d_est,Table 1,pipeline,"Table 1, model 2, battleground_d, estimate",-0.0072889741172583,-0.007,1,-0.0072889741172583,1,NA,The article prints -0.007 and the pipeline gives -0.007.
coppock_hill_vavreck_2020,table_1_m2_battleground_d_se,Table 1,pipeline,"Table 1, model 2, battleground_d, std.error",0.03312453083662407,0.033,1,0.03312453083662407,1,NA,The article prints 0.033 and the pipeline gives 0.033.
coppock_hill_vavreck_2020,table_1_m3_battleground_d_est,Table 1,pipeline,"Table 1, model 3, battleground_d, estimate",-0.01697377813558142,-0.017,1,-0.01697377813558142,1,NA,The article prints -0.017 and the pipeline gives -0.017.
coppock_hill_vavreck_2020,table_1_m3_battleground_d_se,Table 1,pipeline,"Table 1, model 3, battleground_d, std.error",0.00982144227142085,0.010,1,0.00982144227142085,1,NA,The article prints 0.010 and the pipeline gives 0.010.
coppock_hill_vavreck_2020,table_1_m4_battleground_d_est,Table 1,pipeline,"Table 1, model 4, battleground_d, estimate",-0.01700540421842944,-0.017,1,-0.01700540421842944,1,NA,The article prints -0.017 and the pipeline gives -0.017.
coppock_hill_vavreck_2020,table_1_m4_battleground_d_se,Table 1,pipeline,"Table 1, model 4, battleground_d, std.error",0.00996790251931272,0.010,1,0.00996790251931272,1,NA,The article prints 0.010 and the pipeline gives 0.010.
coppock_hill_vavreck_2020,table_1_m1_pac_d_est,Table 1,pipeline,"Table 1, model 1, pac_d, estimate",-0.01249472757787245,-0.012,1,-0.01249472757787245,1,NA,The article prints -0.012 and the pipeline gives -0.012.
coppock_hill_vavreck_2020,table_1_m1_pac_d_se,Table 1,pipeline,"Table 1, model 1, pac_d, std.error",0.04263087844760822,0.043,1,0.04263087844760822,1,NA,The article prints 0.043 and the pipeline gives 0.043.
coppock_hill_vavreck_2020,table_1_m2_pac_d_est,Table 1,pipeline,"Table 1, model 2, pac_d, estimate",0.02568930896046751,0.026,1,0.02568930896046751,1,NA,The article prints 0.026 and the pipeline gives 0.026.
coppock_hill_vavreck_2020,table_1_m2_pac_d_se,Table 1,pipeline,"Table 1, model 2, pac_d, std.error",0.04698518151974184,0.047,1,0.04698518151974184,1,NA,The article prints 0.047 and the pipeline gives 0.047.
coppock_hill_vavreck_2020,table_1_m3_pac_d_est,Table 1,pipeline,"Table 1, model 3, pac_d, estimate",-0.0231494095931858,-0.023,1,-0.0231494095931858,1,NA,The article prints -0.023 and the pipeline gives -0.023.
coppock_hill_vavreck_2020,table_1_m3_pac_d_se,Table 1,pipeline,"Table 1, model 3, pac_d, std.error",0.01283495597218764,0.013,1,0.01283495597218764,1,NA,The article prints 0.013 and the pipeline gives 0.013.
coppock_hill_vavreck_2020,table_1_m4_pac_d_est,Table 1,pipeline,"Table 1, model 4, pac_d, estimate",-0.01566499984033211,-0.016,1,-0.01566499984033211,1,NA,The article prints -0.016 and the pipeline gives -0.016.
coppock_hill_vavreck_2020,table_1_m4_pac_d_se,Table 1,pipeline,"Table 1, model 4, pac_d, std.error",0.0144268706850987,0.014,1,0.0144268706850987,1,NA,The article prints 0.014 and the pipeline gives 0.014.
coppock_hill_vavreck_2020,table_1_m1_date_d_est,Table 1,pipeline,"Table 1, model 1, date_d, estimate",-0.02300941662841815,-0.023,1,-0.02300941662841815,1,NA,The article prints -0.023 and the pipeline gives -0.023.
coppock_hill_vavreck_2020,table_1_m1_date_d_se,Table 1,pipeline,"Table 1, model 1, date_d, std.error",0.01405634018350106,0.014,1,0.01405634018350106,1,NA,The article prints 0.014 and the pipeline gives 0.014.
coppock_hill_vavreck_2020,table_1_m2_date_d_est,Table 1,pipeline,"Table 1, model 2, date_d, estimate",0.00455623211451787,0.005,1,0.00455623211451787,1,NA,The article prints 0.005 and the pipeline gives 0.005.
coppock_hill_vavreck_2020,table_1_m2_date_d_se,Table 1,pipeline,"Table 1, model 2, date_d, std.error",0.01010104688340387,0.010,1,0.01010104688340387,1,NA,The article prints 0.010 and the pipeline gives 0.010.
coppock_hill_vavreck_2020,table_1_m3_date_d_est,Table 1,pipeline,"Table 1, model 3, date_d, estimate",-0.00937763297831399,-0.009,1,-0.00937763297831399,1,NA,The article prints -0.009 and the pipeline gives -0.009.
coppock_hill_vavreck_2020,table_1_m3_date_d_se,Table 1,pipeline,"Table 1, model 3, date_d, std.error",0.00379382342908776,0.004,1,0.00379382342908776,1,NA,The article prints 0.004 and the pipeline gives 0.004.
coppock_hill_vavreck_2020,table_1_m4_date_d_est,Table 1,pipeline,"Table 1, model 4, date_d, estimate",-0.00774541926272451,-0.008,1,-0.00774541926272451,1,NA,The article prints -0.008 and the pipeline gives -0.008.
coppock_hill_vavreck_2020,table_1_m4_date_d_se,Table 1,pipeline,"Table 1, model 4, date_d, std.error",0.00426985776830752,0.004,1,0.00426985776830752,1,NA,The article prints 0.004 and the pipeline gives 0.004.
coppock_hill_vavreck_2020,table_1_m1_attack_d_est,Table 1,pipeline,"Table 1, model 1, attack_d, estimate",-0.0171013743308075,-0.017,1,-0.0171013743308075,1,NA,The article prints -0.017 and the pipeline gives -0.017.
